RXN0-6981	EC-3.4.13.18	peptidase D	pepD
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6	&beta;-phosphoglucomutase	unknown
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6	&beta;-phosphoglucomutase	pgmB
2.4.1.216-RXN	EC-2.4.1.216	trehalose-6-phosphate phosphorylase	trePP
RXN-7821	EC-2.1.1	unknown	unknown
RXN-7820	EC-2.5.1	unknown	unknown
NARINGENIN-CHALCONE-SYNTHASE-RXN	EC-2.3.1.74	naringenin-chalcone synthase	CHS-A
NARINGENIN-CHALCONE-SYNTHASE-RXN	EC-2.3.1.74	chalcone synthase	unknown
NARINGENIN-CHALCONE-SYNTHASE-RXN	EC-2.3.1.74	aromatic polyketide synthase	PKS3
NARINGENIN-CHALCONE-SYNTHASE-RXN	EC-2.3.1.74	aromatic polyketide synthase	PKS1
NARINGENIN-CHALCONE-SYNTHASE-RXN	EC-2.3.1.74	chalcone synthase	PKS
NARINGENIN-CHALCONE-SYNTHASE-RXN	EC-2.3.1.74	naringenin chalcone synthase	CHS
NARINGENIN-CHALCONE-SYNTHASE-RXN	EC-2.3.1.74	naringenin chalcone synthase	AT5G13930
4-COUMARATE--COA-LIGASE-RXN	EC-6.2.1.12	4-coumarate--CoA ligase 1	4CL2
4-COUMARATE--COA-LIGASE-RXN	EC-6.2.1.12	cinnamate:CoA ligase	CNL
4-COUMARATE--COA-LIGASE-RXN	EC-6.2.1.12	cinnamate:CoA ligase	CNL
4-COUMARATE--COA-LIGASE-RXN	EC-6.2.1.12	4-coumarate-CoA ligase	couB
4-COUMARATE--COA-LIGASE-RXN	EC-6.2.1.12	4-coumarate coenzyme A ligase	unknown
4-COUMARATE--COA-LIGASE-RXN	EC-6.2.1.12	feruloyl-CoA synthetase	ferA
4-COUMARATE--COA-LIGASE-RXN	EC-6.2.1.12	4-coumarate coenzyme A ligase	LE4CL-1
4-COUMARATE--COA-LIGASE-RXN	EC-6.2.1.12	sinapate coenzyme A ligase||4-coumarate coenzyme A ligase	AT3G21230
4-COUMARATE--COA-LIGASE-RXN	EC-6.2.1.12	4-coumarate coenzyme A ligase 3	AT1G65060
4-COUMARATE--COA-LIGASE-RXN	EC-6.2.1.12	4-coumarate coenzyme A ligase 2	AT3G21240
4-COUMARATE--COA-LIGASE-RXN	EC-6.2.1.12	4-coumarate coenzyme A ligase 1	AT1G51680
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutarate semialdehyde dehydrogenase	HVO_B0039
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutarate semialdehyde dehydrogenase	ACIAD0131
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutarate semialdehyde dehydrogenase (D-glucarate-induced isozyme)	unknown
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutarate semialdehyde dehydrogenase	dopDH
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutaric semialdehyde dehydrogenase (4-hydroxy-L-proline-induced isozyme)	lhpG
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutaric semialdehyde dehydrogenase	araE
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	2-ketoglutarate semialdehyde dehydrogenase	PA2217
4.2.1.41-RXN	EC-4.2.1.41	5-dehydro-4-deoxy-D-glucarate dehydratase	kdgD
4.2.1.41-RXN	EC-4.2.1.41	5-dehydro-4-deoxy-D-glucarate dehydratase	unknown
RXN-15902	EC-5.5.1.27	D-galactarolactone cycloisomerase	gci
RXN-15901	EC-5.4.1.4	D-galactarolactone isomerase	gli
URONATE-DEHYDROGENASE-RXN	EC-1.1.1.203	D-uronate dehydrogenase	udh
URONATE-DEHYDROGENASE-RXN	EC-1.1.1.203	uronate dehydrogenase	udh
ALDOSE-1-EPIMERASE-RXN	EC-5.1.3.3	aldose 1-epimerase	GALM
TREHALA-RXN	EC-3.2.1.28	periplasmic trehalase	treA
TREHALA-RXN	EC-3.2.1.28	cytoplasmic trehalase	treF
TREHALA-RXN	EC-3.2.1.28	neutral trehalase	NTH2
TREHALA-RXN	EC-3.2.1.28	neutral trehalase	NTH1
TREHALA-RXN	EC-3.2.1.28	acid trehalase	ATH1
TREHALA-RXN	EC-3.2.1.28	trehalase (bound form)	LOC410795
RXN-15750	RXN-15750	unknown	unknown
RXN-15749	EC-1.5.3	fumiquinazoline C oxidase	Af12070
RXN-15748	EC-6.3.2	fumiquinazoline A synthetase	Af12050
RXN-15747	EC-1.14.13	fumiquinazoline F monooxygenase	Af12060
RXN-15746	EC-6.3.2	fumiquinazoline F synthetase	TqaA
RXN-15746	EC-6.3.2	fumiquinazoline F synthetase	Af12080
RXN-16591	EC-2.3.1	tryptoquialanol <i>O</i>-acetyltransferase	TqaD
RXN-16590	EC-1.1.1	tryptoquialanone dehydrogenase	TqaC
RXN-16589	EC-1.14.13	deoxynortryptoquialanone monooxygenase	TqaE
RXN-16588	EC-3.1.1	deoxynortryptoquialanone lactonohydrolase	TqaI
RXN-16587	EC-1.14.13	15-dimethyl-2-<i>epi</i>-fumiquinazoline A oxidase	TqaG
RXN-16586	RXN-16586	unknown	unknown
RXN-16585	EC-6.3.2	fumiquinazoline F-indoline-2'-2-aminobutyryl-3'-ol synthetase	TqaB
RXN-16584	EC-6.2.1	fumiquinazoline F-indoline-2'-2-aminobutyryl-3'-ol synthetase	TqaB
RXN-16583	EC-1.14.13	fumiquinazoline F monooxygenase	TqaH
RXN-14753	RXN-14753	unknown	unknown
RXN-11151	EC-1.1.1.365	D-galacturonate reductase||D-galacturonate reductase	GAAA
RXN-11151	EC-1.1.1.365	D-galacturonate reductase	GAR1
RXN-11151	EC-1.1.1.365	D-galacturonate reductase	unknown
RXN-11383	RXN-11383	D-galacturonate reductase||D-galacturonate reductase	GAAA
RXN-11382	EC-1.1.1.372	D-glyceraldehyde reductase||L-glyceraldehyde reductase	GLD1
RXN-11382	EC-1.1.1.372	aldehyde reductase, NADPH-dependent	yahK
RXN-11382	EC-1.1.1.372	NADP<sup>+</sup>-dependent aldehyde reductase	ybbO
RXN-11382	EC-1.1.1.372	aldehyde reductase, NADPH-dependent	ahr
RXN-11382	EC-1.1.1.372	NADPH-dependent aldehyde reductase	yqhD
RXN-11381	EC-4.1.2.54	2-keto-3-deoxy-L-galactonate aldolase	LGA1
RXN-11380	EC-4.2.1.146	L-galactonate dehydratase	LGD1
RXN-11380	EC-4.2.1.146	L-galactonate dehydratase	GAAB
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	glyA
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase 1	SHMT1
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase 2	SHMT2
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	AT4G37930
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase, cytosolic	SHM2
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase, mitochondrial	SHM1
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	unknown
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase 1	glyA1
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	unknown
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	glyA
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	glyA
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	unknown
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	glyA
GLUCOKIN-RXN	EC-2.7.1.1	glucosamine kinase||glucokinase	glk
GLUCOKIN-RXN	EC-2.7.1.1	fructokinase||hexokinase	AT4G29130
GLUCOKIN-RXN	EC-2.7.1.1	hexokinase	AT2G19860
GLUCOKIN-RXN	EC-2.7.1.1	hexokinase	Hxk2
GLUCOKIN-RXN	EC-2.7.1.1	hexokinase-3	HK3
GLUCOKIN-RXN	EC-2.7.1.1	hexokinase-2	HK2
GLUCOKIN-RXN	EC-2.7.1.1	hexokinase-1	HK1
GLUCOKIN-RXN	EC-2.7.1.1	glucokinase	glk
GLUCOKIN-RXN	EC-2.7.1.1	hexokinase	unknown
GLUCOKIN-RXN	EC-2.7.1.1	glucokinase	GL50803_8826
GLUCOKIN-RXN	EC-2.7.1.1	glucokinase	GLK1
GLUCOKIN-RXN	EC-2.7.1.1	glucokinase	GCK
GLUCOKIN-RXN	EC-2.7.1.1	glucokinase	glk
GLUCOKIN-RXN	EC-2.7.1.1	glucokinase	glcK
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6	&beta;-phosphoglucomutase	ycjU
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6	&beta;-phosphoglucomutase	&beta;-pgm
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6	&beta;-phosphoglucomutase	unknown
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6	&beta;-phosphoglucomutase	unknown
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6	&beta;-phosphoglucomutase	unknown
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6	&beta;-phosphoglucomutase	pgmB
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	EC-2.4.1.64	trehalose phosphorylase	unknown
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	EC-2.4.1.64	trehalose phosphorylase	unknown
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	EC-2.4.1.64	trehalose phosphorylase	unknown
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	EC-2.4.1.64	trehalose phosphorylase	AB079610
RXN-14450	EC-2.3.1	1-<i>O</i>-hydroxycinnamoyl-&beta;-glucose:betanin <i>O</i>-hydroxycinnamoyltransferase	unknown
RXN-14449	EC-2.3.1	1-<i>O</i>-hydroxycinnamoyl-&beta;-glucose:betanin <i>O</i>-hydroxycinnamoyltransferase	unknown
KDPGALDOL-RXN	EC-4.1.2.55	multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase and oxaloacetate decarboxylase	eda
KDPGALDOL-RXN	EC-4.1.2.55	2-dehydro-3-deoxy-phosphogluconate aldolase	eda
KDPGALDOL-RXN	EC-4.1.2.55	2-dehydro-3-deoxy-phosphogluconate aldolase	dgaF
KDPGALDOL-RXN	EC-4.1.2.55	2-dehydro-3-deoxy-D-gluconate-6-phosphate aldolase	kdgA
KDPGALDOL-RXN	EC-4.1.2.55	4-hydroxy-2-oxoglutarate aldolase||2-dehydro-3-deoxy-phosphogluconate aldolase	TM0066
KDPGALDOL-RXN	EC-4.1.2.55	2-keto-3-deoxy-6-phosphogluconate aldolase	kdgA
GALACTUROISOM-RXN	EC-5.3.1.12	D-glucuronate isomerase||D-galacturonate isomerase	uxaC
GALACTUROISOM-RXN	EC-5.3.1.12	hexuronate isomerase	uxaC
ALTRO-OXIDOREDUCT-RXN	EC-1.1.1.58	altronate oxidoreductase	uxaB
DEOXYGLUCONOKIN-RXN	EC-2.7.1.178	2-keto-3-deoxygluconokinase	kdgK
DEOXYGLUCONOKIN-RXN	EC-2.7.1.178	2-dehydro-3-deoxygluconate kinase	kdgK
DEOXYGLUCONOKIN-RXN	EC-2.7.1.178	2-keto-3-deoxygluconate kinase	kdgK
DEOXYGLUCONOKIN-RXN	EC-2.7.1.178	2-dehydro-3-deoxyglucono/2-dehydro-3-deoxygalactonokinase	kdgK
DEOXYGLUCONOKIN-RXN	EC-2.7.1.178	2-dehydro-3-deoxy-D-gluconate kinase	kdgK
DEOXYGLUCONOKIN-RXN	EC-2.7.1.178	2-keto-3-deoxy-gluconate kinase	kdgK
ALTRODEHYDRAT-RXN	EC-4.2.1.7	D-altronate dehydratase	uxaA
RXN-14693	RXN-14693	unknown	unknown
BETA-GLUCURONID-RXN	EC-3.2.1.31	&beta;-D-glucuronidase	uidA
GLUCUROISOM-RXN	EC-5.3.1.12	D-glucuronate isomerase||D-galacturonate isomerase	uxaC
GLUCUROISOM-RXN	EC-5.3.1.12	hexuronate isomerase	uxaC
THREONINE-ALDOLASE-RXN	EC-4.1.2.48	low-specificity L-threonine aldolase	ltaE
THREONINE-ALDOLASE-RXN	EC-4.1.2.48	low-specificity L-threonine aldolase	GLY1
RXN-14693	RXN-14693	unknown	unknown
L-XYLULOSE-REDUCTASE-RXN	EC-1.1.1.10	L-xylulose reductase	lxr3
L-XYLULOSE-REDUCTASE-RXN	EC-1.1.1.10	dicarbonyl reductase||L-xylulose reductase	DCXR
L-XYLULOSE-REDUCTASE-RXN	EC-1.1.1.10	L-xylulose reductase	lxrA
DEHYDRO-L-GULONATE-DECARBOXYLASE-RXN	EC-4.1.1.34	&beta;-keto-L-gulonic acid decarboxylase	unknown
L-GULONATE-3-DEHYDROGENASE-RXN	EC-1.1.1.45	L-gulonate 3-dehydrogenase	CRYL1
GLUCURONATE-REDUCTASE-RXN	EC-1.1.1.19	aldo-keto reductase family 1, member A4 (aldehyde reductase)	Akr1a4
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutarate semialdehyde dehydrogenase	HVO_B0039
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutarate semialdehyde dehydrogenase	ACIAD0131
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutarate semialdehyde dehydrogenase (D-glucarate-induced isozyme)	unknown
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutarate semialdehyde dehydrogenase	dopDH
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutaric semialdehyde dehydrogenase (4-hydroxy-L-proline-induced isozyme)	lhpG
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutaric semialdehyde dehydrogenase	araE
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	2-ketoglutarate semialdehyde dehydrogenase	PA2217
4.2.1.41-RXN	EC-4.2.1.41	5-dehydro-4-deoxy-D-glucarate dehydratase	kdgD
4.2.1.41-RXN	EC-4.2.1.41	5-dehydro-4-deoxy-D-glucarate dehydratase	unknown
RXN-15907	EC-5.5.1.27	D-galactarolactone cycloisomerase	gci
RXN-15905	RXN-15905	unknown	unknown
RXN-11407	EC-1.1.1.203	D-uronate dehydrogenase	udh
RXN-11407	EC-1.1.1.203	uronate dehydrogenase	udh
ISOCITDEH-RXN	EC-1.1.1.42	isocitrate dehydrogenase	icd
ISOCITDEH-RXN	EC-1.1.1.42	isocitrate dehydrogenase	idh
ISOCITDEH-RXN	EC-1.1.1.42	isocitrate dehydrogenase, NADP	icd
ISOCITDEH-RXN	EC-1.1.1.42	NADP+-dependent isocitrate dehydrogenase	AT1G65930
ISOCITDEH-RXN	EC-1.1.1.42	isocitrate dehydrogenase (NADP-dependent)	icd
ISOCITDEH-RXN	EC-1.1.1.42	isocitrate dehydrogenase	icd1
ISOCITDEH-RXN	EC-1.1.1.42	isocitrate dehydrogenase	icd
ISOCITDEH-RXN	EC-1.1.1.42	mitochondrial NADP(+)-dependent isocitrate dehydrogenase	IDH2
ISOCITDEH-RXN	EC-1.1.1.42	cytosolic NADP(+)-dependent isocitrate dehydrogenase	IDH1
ISOCITDEH-RXN	EC-1.1.1.42	NADP-dependent isocitrate dehydrogenase||NADP-dependent isocitrate dehydrogenase||NADP-dependent isocitrate dehydrogenase	IDP2
ACONITATEHYDR-RXN	ACONITATEHYDR-RXN	aconitate hydratase 1	acnA
ACONITATEHYDR-RXN	ACONITATEHYDR-RXN	bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase	acnB
ACONITATEHYDR-RXN	ACONITATEHYDR-RXN	aconitase	ACO1
ACONITATEHYDR-RXN	ACONITATEHYDR-RXN	mitochondrial aconitate hydratase	ACO2
ACONITATEHYDR-RXN	ACONITATEHYDR-RXN	cytoplasmic aconitate hydratase	ACO1
ACONITATEHYDR-RXN	ACONITATEHYDR-RXN	aconitase	AT4G35830
ACONITATEHYDR-RXN	ACONITATEHYDR-RXN	aconitase	acn
ACONITATEHYDR-RXN	ACONITATEHYDR-RXN	aconitase	unknown
ACONITATEHYDR-RXN	ACONITATEHYDR-RXN	aconitase	HP0779
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	aconitate hydratase 1	acnA
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase	acnB
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	aconitase	ACO1
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	cytoplasmic aconitate hydratase	ACO1
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	mitochondrial aconitate hydratase	ACO2
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	aconitase	AT4G35830
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	aconitase	Aco
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	aconitate hydratase 1	acnA
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	aconitate hydratase 2	acnB
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	aconitase	acn
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	aconitase	unknown
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	aconitase	HP0779
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase	glnA
GLUTAMINESYN-RXN	EC-6.3.1.2	cytosolic glutamine synthetase	GS1
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type III	glnN
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type IV	glnT
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type I	glnA
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type II (octamer)	gln-1
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type II (tetramer)	gln-1
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type III	gluN
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type IV	unknown
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type II	GLUL
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type II	GLN1
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase	AT5G35630
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase	AT5G16570
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase	AT3G17820
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase	AT1G66200
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase	AT5G37600
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	EC-1.4.7.1	glutamate synthase (ferredoxin-dependent)	AT5G04140
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	EC-1.4.7.1	glutamate synthase (ferredoxin-dependent)	unknown
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	EC-1.4.7.1	glutamate synthase (ferredoxin)	glsF
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	EC-1.1.1.41	isocitrate dehydrogenase (NAD)	IDH3G
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	EC-1.1.1.41	isocitrate dehydrogenase (NAD)	IDH3B
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	EC-1.1.1.41	isocitrate dehydrogenase (NAD)	IDH3A
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	EC-1.1.1.41	NAD+-dependent isocitrate dehydrogenase	AT5G03290
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	EC-1.1.1.41	NAD+-dependent isocitrate dehydrogenase	AT2G17130
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	EC-1.1.1.41	isocitrate dehydrogenase [NAD]	IDH1
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	EC-1.1.1.41	isocitrate dehydrogenase [NAD]	IDH2
CITSYN-RXN	EC-2.3.3.16	citrate synthase	gltA
CITSYN-RXN	EC-2.3.3.16	2-methylcitrate synthase	prpC
CITSYN-RXN	EC-2.3.3.16	citrate synthase	CIT3
CITSYN-RXN	EC-2.3.3.16	citrate synthase	aarA
CITSYN-RXN	EC-2.3.3.16	citrate synthase	citZ
CITSYN-RXN	EC-2.3.3.16	citrate synthase (mitochondrial)	AT2G44350
CITSYN-RXN	EC-2.3.3.16	citrate synthase (mitochondrial)	CS
CITSYN-RXN	EC-2.3.3.16	citrate synthase	unknown
CITSYN-RXN	EC-2.3.3.16	citrate synthase	CS
CITSYN-RXN	EC-2.3.3.16	citrate synthase	gltA2
CITSYN-RXN	EC-2.3.3.16	citrate synthase (gltA)	HP0026
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	ppc
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	unknown
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	unknown
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	unknown
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	AT3G14940
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	ppcA
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	unknown
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	ppcA
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	pep1
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	EC-2.7.9.1	pyruvate phosphate dikinase	unknown
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	EC-2.7.9.1	pyruvate orthophosphate dikinase	pdk1
GLUCARDEHYDRA-RXN	EC-4.2.1.40	<i>D</i>-glucarate dehydratase	gudD
GLUCARDEHYDRA-RXN	EC-4.2.1.40	D-glucarate dehydratase	gudD
GLUCARDEHYDRA-RXN	EC-4.2.1.40	D-glucarate dehydratase	gudD
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutarate semialdehyde dehydrogenase	HVO_B0039
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutarate semialdehyde dehydrogenase	ACIAD0131
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutarate semialdehyde dehydrogenase (D-glucarate-induced isozyme)	unknown
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutarate semialdehyde dehydrogenase	dopDH
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutaric semialdehyde dehydrogenase (4-hydroxy-L-proline-induced isozyme)	lhpG
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	&alpha;-ketoglutaric semialdehyde dehydrogenase	araE
25-DIOXOVALERATE-DEHYDROGENASE-RXN	EC-1.2.1.26	2-ketoglutarate semialdehyde dehydrogenase	PA2217
4.2.1.41-RXN	EC-4.2.1.41	5-dehydro-4-deoxy-D-glucarate dehydratase	kdgD
4.2.1.41-RXN	EC-4.2.1.41	5-dehydro-4-deoxy-D-glucarate dehydratase	unknown
GKI-RXN	EC-2.7.1.165	glycerate kinase I	garK
GKI-RXN	EC-2.7.1.165	glycerate kinase II	glxK
GKI-RXN	EC-2.7.1.165	glycerate 2-kinase	ST2037
GKI-RXN	EC-2.7.1.165	glycerate 2-kinase	unknown
GKI-RXN	EC-2.7.1.165	glycerate 2-kinase	gckA
GLUCARDEHYDRA-RXN	EC-4.2.1.40	<i>D</i>-glucarate dehydratase	gudD
GLUCARDEHYDRA-RXN	EC-4.2.1.40	D-glucarate dehydratase	gudD
GLUCARDEHYDRA-RXN	EC-4.2.1.40	D-glucarate dehydratase	gudD
TSA-REDUCT-RXN	EC-1.1.1.60	tartronate semialdehyde reductase	garR
KDGALDOL-RXN	EC-4.1.2.20	&alpha;-dehydro-&beta;-deoxy-<i>D</i>-glucarate aldolase	garL
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase	glnA
GLUTAMINESYN-RXN	EC-6.3.1.2	cytosolic glutamine synthetase	GS1
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type III	glnN
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type IV	glnT
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type I	glnA
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type II (octamer)	gln-1
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type II (tetramer)	gln-1
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type III	gluN
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type IV	unknown
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type II	GLUL
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase, type II	GLN1
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase	AT5G35630
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase	AT5G16570
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase	AT3G17820
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase	AT1G66200
GLUTAMINESYN-RXN	EC-6.3.1.2	glutamine synthetase	AT5G37600
NAG6PDEACET-RXN	EC-3.5.1.25	<i>N</i>-acetylglucosamine-6-phosphate deacetylase	nagA
NAG6PDEACET-RXN	EC-3.5.1.25	<i>N</i>-acetylglucosamine-6-phosphate deacetylase	nagA
NAG6PDEACET-RXN	EC-3.5.1.25	<i>N</i>-acetylglucosamine-6-phosphate deacetylase	nagA
GLUCOSAMINE-6-P-DEAMIN-RXN	EC-3.5.99.6	glucosamine-6-phosphate deaminase	nagB
GLUCOSAMINE-6-P-DEAMIN-RXN	EC-3.5.99.6	glucosamine-6-phosphate deaminase	unknown
GLUCOSAMINE-6-P-DEAMIN-RXN	EC-3.5.99.6	archaeal glucosamine-6-phosphate deaminase	glmD
GLUCOSAMINE-6-P-DEAMIN-RXN	EC-3.5.99.6	glucosamine 6-phosphate isomerase 1	GPI1
GLUCOSAMINE-6-P-DEAMIN-RXN	EC-3.5.99.6	glucosamine-6-phosphate deaminase	nagB
RXN0-4301	EC-5.3.1.28	D-sedoheptulose 7-phosphate isomerase	lpcA
RXN0-4301	EC-5.3.1.28	D-sedoheptulose 7-phosphate isomerase	gmhA
5.1.3.20-RXN	EC-5.1.3.20	ADP-L-glycero-D-mannoheptose-6-epimerase	rfaD
RXN0-4361	EC-3.1.3.82	D,D-heptose 1,7-bisphosphate phosphatase	gmhB
RXN0-4342	EC-2.7.7.70	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase	rfaE
RXN0-4341	EC-2.7.1.167	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase	rfaE
